"ENSG","padj","gene"
"ENSG00000109771",NA,"LRP2BP"
"ENSG00000109775",NA,"UFSP2"
"ENSG00000109787",NA,"KLF3"
"ENSG00000109790",NA,"KLHL5"
"ENSG00000109794",NA,"FAM149A"
"ENSG00000109805",NA,"NCAPG"
"ENSG00000109814",NA,"UGDH"
"ENSG00000109819",NA,"PPARGC1A"
"ENSG00000109832",NA,"DDX25"
"ENSG00000109846",NA,"CRYAB"
"ENSG00000109854",NA,"HTATIP2"
"ENSG00000109861",NA,"CTSC"
"ENSG00000109906",NA,"ZBTB16"
"ENSG00000109911",NA,"ELP4"
"ENSG00000109917",NA,"ZPR1"
"ENSG00000109919",NA,"MTCH2"
"ENSG00000109920",NA,"FNBP4"
"ENSG00000109927",NA,"TECTA"
"ENSG00000109929",NA,"SC5D"
"ENSG00000109943",NA,"CRTAM"
"ENSG00000109944",NA,"JHY"
"ENSG00000109956",NA,"B3GAT1"
"ENSG00000109971",NA,"HSPA8"
"ENSG00000109991",NA,"P2RX3"
"ENSG00000110002",NA,"VWA5A"
"ENSG00000110011",NA,"DNAJC4"
"ENSG00000110013",NA,"SIAE"
"ENSG00000110025",NA,"SNX15"
"ENSG00000110031",NA,"LPXN"
"ENSG00000110042",NA,"DTX4"
"ENSG00000110046",NA,"ATG2A"
"ENSG00000110047",NA,"EHD1"
"ENSG00000110048",NA,"OSBP"
"ENSG00000110057",NA,"UNC93B1"
"ENSG00000110060",NA,"PUS3"
"ENSG00000110063",NA,"DCPS"
"ENSG00000110066",NA,"KMT5B"
"ENSG00000110074",NA,"FOXRED1"
"ENSG00000110075",NA,"PPP6R3"
"ENSG00000110076",NA,"NRXN2"
"ENSG00000110077",NA,"MS4A6A"
"ENSG00000110079",NA,"MS4A4A"
"ENSG00000110080",NA,"ST3GAL4"
"ENSG00000110090",NA,"CPT1A"
"ENSG00000110092",NA,"CCND1"
"ENSG00000110104",NA,"CCDC86"
"ENSG00000110107",NA,"PRPF19"
"ENSG00000110108",NA,"TMEM109"
"ENSG00000110148",NA,"CCKBR"
"ENSG00000110169",NA,"HPX"
"ENSG00000110171",NA,"TRIM3"
"ENSG00000110172",NA,"CHORDC1"
"ENSG00000110195",NA,"FOLR1"
"ENSG00000110200",NA,"ANAPC15"
"ENSG00000110203",NA,"FOLR3"
"ENSG00000110218",NA,"PANX1"
"ENSG00000110237",NA,"ARHGEF17"
"ENSG00000110243",NA,"APOA5"
"ENSG00000110244",NA,"APOA4"
"ENSG00000110245",NA,"APOC3"
"ENSG00000110274",NA,"CEP164"
"ENSG00000110315",NA,"RNF141"
"ENSG00000110318",NA,"CEP126"
"ENSG00000110321",NA,"EIF4G2"
"ENSG00000110324",NA,"IL10RA"
"ENSG00000110328",NA,"GALNT18"
"ENSG00000110330",NA,"BIRC2"
"ENSG00000110344",NA,"UBE4A"
"ENSG00000110367",NA,"DDX6"
"ENSG00000110375",NA,"UPK2"
"ENSG00000110395",NA,"CBL"
"ENSG00000110400",NA,"NECTIN1"
"ENSG00000110422",NA,"HIPK3"
"ENSG00000110427",NA,"KIAA1549L"
"ENSG00000110429",NA,"FBXO3"
"ENSG00000110435",NA,"PDHX"
"ENSG00000110436",NA,"SLC1A2"
"ENSG00000110442",NA,"COMMD9"
"ENSG00000110446",NA,"SLC15A3"
"ENSG00000110448",NA,"CD5"
"ENSG00000110455",NA,"ACCS"
"ENSG00000110484",NA,"SCGB2A2"
"ENSG00000110492",NA,"MDK"
"ENSG00000110497",NA,"AMBRA1"
"ENSG00000110514",NA,"MADD"
"ENSG00000110536",NA,"PTPMT1"
"ENSG00000110583",NA,"NAA40"
"ENSG00000110619",NA,"CARS"
"ENSG00000110628",NA,"SLC22A18"
"ENSG00000110651",NA,"CD81"
"ENSG00000110660",NA,"SLC35F2"
"ENSG00000110675",NA,"ELMOD1"
"ENSG00000110680",NA,"CALCA"
"ENSG00000110693",NA,"SOX6"
"ENSG00000110696",NA,"C11orf58"
"ENSG00000110697",NA,"PITPNM1"
"ENSG00000110700",NA,"RPS13"
"ENSG00000110711",NA,"AIP"
"ENSG00000110713",NA,"NUP98"
"ENSG00000110717",NA,"NDUFS8"
"ENSG00000110719",NA,"TCIRG1"
"ENSG00000110721",NA,"CHKA"
"ENSG00000110723",NA,"EXPH5"
"ENSG00000110756",NA,"HPS5"
"ENSG00000110768",NA,"GTF2H1"
"ENSG00000110777",NA,"POU2AF1"
"ENSG00000110786",NA,"PTPN5"
"ENSG00000110799",NA,"VWF"
"ENSG00000110801",NA,"PSMD9"
"ENSG00000110811",NA,"P3H3"
"ENSG00000110841",NA,"PPFIBP1"
"ENSG00000110844",NA,"PRPF40B"
"ENSG00000110848",NA,"CD69"
"ENSG00000110851",NA,"PRDM4"
"ENSG00000110852",NA,"CLEC2B"
"ENSG00000110871",NA,"COQ5"
"ENSG00000110876",NA,"SELPLG"
"ENSG00000110880",NA,"CORO1C"
"ENSG00000110881",NA,"ASIC1"
"ENSG00000110887",NA,"DAO"
"ENSG00000110888",NA,"CAPRIN2"
"ENSG00000110900",NA,"TSPAN11"
"ENSG00000110906",NA,"KCTD10"
"ENSG00000110911",NA,"SLC11A2"
"ENSG00000110917",NA,"MLEC"
"ENSG00000110921",NA,"MVK"
"ENSG00000110925",NA,"CSRNP2"
"ENSG00000110931",NA,"CAMKK2"
"ENSG00000110934",NA,"BIN2"
"ENSG00000110944",NA,"IL23A"
"ENSG00000110955",NA,"ATP5F1B"
"ENSG00000110958",NA,"PTGES3"
"ENSG00000110975",NA,"SYT10"
"ENSG00000110987",NA,"BCL7A"
"ENSG00000111011",NA,"RSRC2"
"ENSG00000111012",NA,"CYP27B1"
"ENSG00000111046",NA,"MYF6"
"ENSG00000111049",NA,"MYF5"
"ENSG00000111052",NA,"LIN7A"
"ENSG00000111057",NA,"KRT18"
"ENSG00000111058",NA,"ACSS3"
"ENSG00000111077",NA,"TNS2"
"ENSG00000111087",NA,"GLI1"
"ENSG00000111110",NA,"PPM1H"
"ENSG00000111142",NA,"METAP2"
"ENSG00000111144",NA,"LTA4H"
"ENSG00000111145",NA,"ELK3"
"ENSG00000111181",NA,"SLC6A12"
"ENSG00000111186",NA,"WNT5B"
"ENSG00000111196",NA,"MAGOHB"
"ENSG00000111199",NA,"TRPV4"
"ENSG00000111203",NA,"ITFG2"
"ENSG00000111206",NA,"FOXM1"
"ENSG00000111215",NA,"PRR4"
"ENSG00000111218",NA,"PRMT8"
"ENSG00000111224",NA,"PARP11"
"ENSG00000111229",NA,"ARPC3"
"ENSG00000111231",NA,"GPN3"
"ENSG00000111237",NA,"VPS29"
"ENSG00000111241",NA,"FGF6"
"ENSG00000111245",NA,"MYL2"
"ENSG00000111247",NA,"RAD51AP1"
"ENSG00000111249",NA,"CUX2"
"ENSG00000111252",NA,"SH2B3"
"ENSG00000111254",NA,"AKAP3"
"ENSG00000111261",NA,"MANSC1"
"ENSG00000111262",NA,"KCNA1"
"ENSG00000111266",NA,"DUSP16"
"ENSG00000111269",NA,"CREBL2"
"ENSG00000111271",NA,"ACAD10"
"ENSG00000111275",NA,"ALDH2"
"ENSG00000111276",NA,"CDKN1B"
"ENSG00000111291",NA,"GPRC5D"
"ENSG00000111300",NA,"NAA25"
"ENSG00000111305",NA,"GSG1"
"ENSG00000111319",NA,"SCNN1A"
"ENSG00000111321",NA,"LTBR"
"ENSG00000111325",NA,"OGFOD2"
"ENSG00000111328",NA,"CDK2AP1"
"ENSG00000111331",NA,"OAS3"
"ENSG00000111335",NA,"OAS2"
"ENSG00000111339",NA,"ART4"
"ENSG00000111341",NA,"MGP"
"ENSG00000111344",NA,"RASAL1"
"ENSG00000111348",NA,"ARHGDIB"
"ENSG00000111358",NA,"GTF2H3"
"ENSG00000111361",NA,"EIF2B1"
"ENSG00000111364",NA,"DDX55"
"ENSG00000111371",NA,"SLC38A1"
"ENSG00000111412",NA,"C12orf49"
"ENSG00000111424",NA,"VDR"
"ENSG00000111432",NA,"FZD10"
"ENSG00000111445",NA,"RFC5"
"ENSG00000111450",NA,"STX2"
"ENSG00000111452",NA,"ADGRD1"
"ENSG00000111481",NA,"COPZ1"
"ENSG00000111490",NA,"TBC1D30"
"ENSG00000111530",NA,"CAND1"
"ENSG00000111536",NA,"IL26"
"ENSG00000111537",NA,"IFNG"
"ENSG00000111540",NA,"RAB5B"
"ENSG00000111554",NA,"MDM1"
"ENSG00000111581",NA,"NUP107"
"ENSG00000111596",NA,"CNOT2"
"ENSG00000111602",NA,"TIMELESS"
"ENSG00000111605",NA,"CPSF6"
"ENSG00000111615",NA,"KRR1"
"ENSG00000111639",NA,"MRPL51"
"ENSG00000111640",NA,"GAPDH"
"ENSG00000111641",NA,"NOP2"
"ENSG00000111642",NA,"CHD4"
"ENSG00000111644",NA,"ACRBP"
"ENSG00000111647",NA,"UHRF1BP1L"
"ENSG00000111652",NA,"COPS7A"
"ENSG00000111653",NA,"ING4"
"ENSG00000111664",NA,"GNB3"
"ENSG00000111665",NA,"CDCA3"
"ENSG00000111666",NA,"CHPT1"
"ENSG00000111667",NA,"USP5"
"ENSG00000111669",NA,"TPI1"
"ENSG00000111670",NA,"GNPTAB"
"ENSG00000111671",NA,"SPSB2"
"ENSG00000111674",NA,"ENO2"
"ENSG00000111676",NA,"ATN1"
"ENSG00000111678",NA,"C12orf57"
"ENSG00000111679",NA,"PTPN6"
"ENSG00000111684",NA,"LPCAT3"
"ENSG00000111696",NA,"NT5DC3"
"ENSG00000111700",NA,"SLCO1B3"
"ENSG00000111701",NA,"APOBEC1"
"ENSG00000111704",NA,"NANOG"
"ENSG00000111707",NA,"SUDS3"
"ENSG00000111711",NA,"GOLT1B"
"ENSG00000111713",NA,"GYS2"
"ENSG00000111716",NA,"LDHB"
"ENSG00000111725",NA,"PRKAB1"
"ENSG00000111726",NA,"CMAS"
"ENSG00000111727",NA,"HCFC2"
"ENSG00000111728",NA,"ST8SIA1"
"ENSG00000111731",NA,"C2CD5"
"ENSG00000111732",NA,"AICDA"
"ENSG00000111737",NA,"RAB35"
"ENSG00000111752",NA,"PHC1"
"ENSG00000111775",NA,"COX6A1"
"ENSG00000111780",NA,"AL021546.1"
"ENSG00000111783",NA,"RFX4"
"ENSG00000111785",NA,"RIC8B"
"ENSG00000111786",NA,"SRSF9"
"ENSG00000111790",NA,"FGFR1OP2"
"ENSG00000111796",NA,"KLRB1"
"ENSG00000111799",NA,"COL12A1"
"ENSG00000111801",NA,"BTN3A3"
"ENSG00000111802",NA,"TDP2"
"ENSG00000111816",NA,"FRK"
"ENSG00000111817",NA,"DSE"
"ENSG00000111832",NA,"RWDD1"
"ENSG00000111834",NA,"RSPH4A"
"ENSG00000111837",NA,"MAK"
"ENSG00000111843",NA,"TMEM14C"
"ENSG00000111845",NA,"PAK1IP1"
"ENSG00000111846",NA,"GCNT2"
"ENSG00000111850",NA,"SMIM8"
"ENSG00000111859",NA,"NEDD9"
"ENSG00000111860",NA,"CEP85L"
"ENSG00000111863",NA,"ADTRP"
"ENSG00000111875",NA,"ASF1A"
"ENSG00000111877",NA,"MCM9"
"ENSG00000111879",NA,"FAM184A"
"ENSG00000111880",NA,"RNGTT"
"ENSG00000111885",NA,"MAN1A1"
"ENSG00000111886",NA,"GABRR2"
"ENSG00000111897",NA,"SERINC1"
"ENSG00000111906",NA,"HDDC2"
"ENSG00000111907",NA,"TPD52L1"
"ENSG00000111911",NA,"HINT3"
"ENSG00000111912",NA,"NCOA7"
"ENSG00000111913",NA,"RIPOR2"
"ENSG00000111961",NA,"SASH1"
"ENSG00000111962",NA,"UST"
"ENSG00000111981",NA,"ULBP1"
"ENSG00000112029",NA,"FBXO5"
"ENSG00000112031",NA,"MTRF1L"
"ENSG00000112033",NA,"PPARD"
"ENSG00000112038",NA,"OPRM1"
"ENSG00000112039",NA,"FANCE"
"ENSG00000112041",NA,"TULP1"
"ENSG00000112053",NA,"SLC26A8"
"ENSG00000112062",NA,"MAPK14"
"ENSG00000112077",NA,"RHAG"
"ENSG00000112078",NA,"KCTD20"
"ENSG00000112079",NA,"STK38"
"ENSG00000112081",NA,"SRSF3"
"ENSG00000112096",NA,"SOD2"
"ENSG00000112110",NA,"MRPL18"
"ENSG00000112115",NA,"IL17A"
"ENSG00000112116",NA,"IL17F"
"ENSG00000112118",NA,"MCM3"
"ENSG00000112130",NA,"RNF8"
"ENSG00000112137",NA,"PHACTR1"
"ENSG00000112139",NA,"MDGA1"
"ENSG00000112144",NA,"ICK"
"ENSG00000112146",NA,"FBXO9"
"ENSG00000112149",NA,"CD83"
"ENSG00000112159",NA,"MDN1"
"ENSG00000112164",NA,"GLP1R"
"ENSG00000112167",NA,"SAYSD1"
"ENSG00000112175",NA,"BMP5"
"ENSG00000112182",NA,"BACH2"
"ENSG00000112183",NA,"RBM24"
"ENSG00000112186",NA,"CAP2"
"ENSG00000112195",NA,"TREML2"
"ENSG00000112200",NA,"ZNF451"
"ENSG00000112208",NA,"BAG2"
"ENSG00000112210",NA,"RAB23"
"ENSG00000112212",NA,"TSPO2"
"ENSG00000112214",NA,"FHL5"
"ENSG00000112218",NA,"GPR63"
"ENSG00000112232",NA,"KHDRBS2"
"ENSG00000112234",NA,"FBXL4"
"ENSG00000112237",NA,"CCNC"
"ENSG00000112238",NA,"PRDM13"
"ENSG00000112242",NA,"E2F3"
"ENSG00000112245",NA,"PTP4A1"
"ENSG00000112246",NA,"SIM1"
"ENSG00000112249",NA,"ASCC3"
"ENSG00000112276",NA,"BVES"
"ENSG00000112280",NA,"COL9A1"
"ENSG00000112282",NA,"MED23"
"ENSG00000112290",NA,"WASF1"
"ENSG00000112293",NA,"GPLD1"
"ENSG00000112294",NA,"ALDH5A1"
"ENSG00000112297",NA,"CRYBG1"
"ENSG00000112299",NA,"VNN1"
"ENSG00000112303",NA,"VNN2"
"ENSG00000112304",NA,"ACOT13"
"ENSG00000112305",NA,"SMAP1"
"ENSG00000112306",NA,"RPS12"
"ENSG00000112308",NA,"C6orf62"
"ENSG00000112309",NA,"B3GAT2"
"ENSG00000112312",NA,"GMNN"
"ENSG00000112319",NA,"EYA4"
"ENSG00000112320",NA,"SOBP"
"ENSG00000112333",NA,"NR2E1"
"ENSG00000112335",NA,"SNX3"
"ENSG00000112339",NA,"HBS1L"
"ENSG00000112343",NA,"TRIM38"
"ENSG00000112357",NA,"PEX7"
"ENSG00000112365",NA,"ZBTB24"
"ENSG00000112367",NA,"FIG4"
"ENSG00000112378",NA,"PERP"
"ENSG00000112379",NA,"ARFGEF3"
"ENSG00000112394",NA,"SLC16A10"
"ENSG00000112406",NA,"HECA"
"ENSG00000112419",NA,"PHACTR2"
"ENSG00000112425",NA,"EPM2A"
"ENSG00000112462",NA,"OR12D3"
"ENSG00000112473",NA,"SLC39A7"
"ENSG00000112486",NA,"CCR6"
"ENSG00000112494",NA,"UNC93A"
"ENSG00000112499",NA,"SLC22A2"
"ENSG00000112511",NA,"PHF1"
"ENSG00000112514",NA,"CUTA"
"ENSG00000112530",NA,"PACRG"
"ENSG00000112531",NA,"QKI"
"ENSG00000112539",NA,"C6orf118"
"ENSG00000112541",NA,"PDE10A"
"ENSG00000112559",NA,"MDFI"
"ENSG00000112561",NA,"TFEB"
"ENSG00000112562",NA,"SMOC2"
"ENSG00000112576",NA,"CCND3"
"ENSG00000112578",NA,"BYSL"
"ENSG00000112584",NA,"FAM120B"
"ENSG00000112592",NA,"TBP"
"ENSG00000112599",NA,"GUCA1B"
"ENSG00000112619",NA,"PRPH2"
"ENSG00000112624",NA,"BICRAL"
"ENSG00000112640",NA,"PPP2R5D"
"ENSG00000112651",NA,"MRPL2"
"ENSG00000112655",NA,"PTK7"
"ENSG00000112658",NA,"SRF"
"ENSG00000112659",NA,"CUL9"
"ENSG00000112667",NA,"DNPH1"
"ENSG00000112679",NA,"DUSP22"
"ENSG00000112685",NA,"EXOC2"
"ENSG00000112695",NA,"COX7A2"
"ENSG00000112697",NA,"TMEM30A"
"ENSG00000112699",NA,"GMDS"
"ENSG00000112701",NA,"SENP6"
"ENSG00000112706",NA,"IMPG1"
"ENSG00000112715",NA,"VEGFA"
"ENSG00000112739",NA,"PRPF4B"
"ENSG00000112742",NA,"TTK"
"ENSG00000112759",NA,"SLC29A1"
"ENSG00000112763",NA,"BTN2A1"
"ENSG00000112769",NA,"LAMA4"
"ENSG00000112773",NA,"TENT5A"
"ENSG00000112782",NA,"CLIC5"
"ENSG00000112787",NA,"FBRSL1"
"ENSG00000112799",NA,"LY86"
"ENSG00000112812",NA,"PRSS16"
"ENSG00000112818",NA,"MEP1A"
"ENSG00000112837",NA,"TBX18"
"ENSG00000112851",NA,"ERBIN"
"ENSG00000112855",NA,"HARS2"
"ENSG00000112874",NA,"NUDT12"
"ENSG00000112877",NA,"CEP72"
"ENSG00000112893",NA,"MAN2A1"
"ENSG00000112902",NA,"SEMA5A"
"ENSG00000112936",NA,"C7"
"ENSG00000112941",NA,"TENT4A"
"ENSG00000112964",NA,"GHR"
"ENSG00000112972",NA,"HMGCS1"
"ENSG00000112977",NA,"DAP"
"ENSG00000112981",NA,"NME5"
"ENSG00000112983",NA,"BRD8"
"ENSG00000112984",NA,"KIF20A"
"ENSG00000112992",NA,"NNT"
"ENSG00000112996",NA,"MRPS30"
"ENSG00000113013",NA,"HSPA9"
"ENSG00000113048",NA,"MRPS27"
"ENSG00000113068",NA,"PFDN1"
"ENSG00000113070",NA,"HBEGF"
"ENSG00000113083",NA,"LOX"
"ENSG00000113088",NA,"GZMK"
"ENSG00000113100",NA,"CDH9"
"ENSG00000113108",NA,"APBB3"
"ENSG00000113119",NA,"TMCO6"
"ENSG00000113140",NA,"SPARC"
"ENSG00000113141",NA,"IK"
"ENSG00000113161",NA,"HMGCR"
"ENSG00000113163",NA,"COL4A3BP"
"ENSG00000113194",NA,"FAF2"
"ENSG00000113196",NA,"HAND1"
"ENSG00000113209",NA,"PCDHB5"
"ENSG00000113211",NA,"PCDHB6"
"ENSG00000113212",NA,"PCDHB7"
"ENSG00000113231",NA,"PDE8B"
"ENSG00000113240",NA,"CLK4"
"ENSG00000113248",NA,"PCDHB15"
"ENSG00000113249",NA,"HAVCR1"
"ENSG00000113262",NA,"GRM6"
"ENSG00000113263",NA,"ITK"
"ENSG00000113269",NA,"RNF130"
"ENSG00000113272",NA,"THG1L"
"ENSG00000113273",NA,"ARSB"
"ENSG00000113282",NA,"CLINT1"
"ENSG00000113296",NA,"THBS4"
"ENSG00000113300",NA,"CNOT6"
"ENSG00000113302",NA,"IL12B"
"ENSG00000113303",NA,"BTNL8"
"ENSG00000113312",NA,"TTC1"
"ENSG00000113318",NA,"MSH3"
"ENSG00000113319",NA,"RASGRF2"
"ENSG00000113327",NA,"GABRG2"
"ENSG00000113328",NA,"CCNG1"
"ENSG00000113356",NA,"POLR3G"
"ENSG00000113360",NA,"DROSHA"
"ENSG00000113361",NA,"CDH6"
"ENSG00000113368",NA,"LMNB1"
"ENSG00000113369",NA,"ARRDC3"
"ENSG00000113384",NA,"GOLPH3"
"ENSG00000113387",NA,"SUB1"
"ENSG00000113389",NA,"NPR3"
"ENSG00000113391",NA,"FAM172A"
"ENSG00000113396",NA,"SLC27A6"
"ENSG00000113407",NA,"TARS"
"ENSG00000113430",NA,"IRX4"
"ENSG00000113441",NA,"LNPEP"
"ENSG00000113448",NA,"PDE4D"
"ENSG00000113456",NA,"RAD1"
"ENSG00000113460",NA,"BRIX1"
"ENSG00000113492",NA,"AGXT2"
"ENSG00000113494",NA,"PRLR"
"ENSG00000113504",NA,"SLC12A7"
"ENSG00000113520",NA,"IL4"
"ENSG00000113522",NA,"RAD50"
"ENSG00000113525",NA,"IL5"
"ENSG00000113532",NA,"ST8SIA4"
"ENSG00000113552",NA,"GNPDA1"
"ENSG00000113555",NA,"PCDH12"
"ENSG00000113558",NA,"SKP1"
"ENSG00000113569",NA,"NUP155"
"ENSG00000113575",NA,"PPP2CA"
"ENSG00000113578",NA,"FGF1"
"ENSG00000113580",NA,"NR3C1"
"ENSG00000113593",NA,"PPWD1"
"ENSG00000113594",NA,"LIFR"
"ENSG00000113595",NA,"TRIM23"
"ENSG00000113597",NA,"TRAPPC13"
"ENSG00000113600",NA,"C9"
"ENSG00000113615",NA,"SEC24A"
"ENSG00000113621",NA,"TXNDC15"
"ENSG00000113638",NA,"TTC33"
"ENSG00000113643",NA,"RARS"
"ENSG00000113645",NA,"WWC1"
"ENSG00000113648",NA,"H2AFY"
"ENSG00000113649",NA,"TCERG1"
"ENSG00000113657",NA,"DPYSL3"
"ENSG00000113658",NA,"SMAD5"
"ENSG00000113712",NA,"CSNK1A1"
"ENSG00000113716",NA,"HMGXB3"
"ENSG00000113719",NA,"ERGIC1"
"ENSG00000113721",NA,"PDGFRB"
"ENSG00000113722",NA,"CDX1"
"ENSG00000113732",NA,"ATP6V0E1"
"ENSG00000113734",NA,"BNIP1"
"ENSG00000113739",NA,"STC2"
"ENSG00000113742",NA,"CPEB4"
"ENSG00000113749",NA,"HRH2"
"ENSG00000113758",NA,"DBN1"
"ENSG00000113761",NA,"ZNF346"
"ENSG00000113763",NA,"UNC5A"
"ENSG00000113790",NA,"EHHADH"
"ENSG00000113805",NA,"CNTN3"
"ENSG00000113810",NA,"SMC4"
"ENSG00000113811",NA,"SELENOK"
"ENSG00000113812",NA,"ACTR8"
"ENSG00000113838",NA,"TBCCD1"
"ENSG00000113845",NA,"TIMMDC1"
"ENSG00000113851",NA,"CRBN"
"ENSG00000113889",NA,"KNG1"
"ENSG00000113905",NA,"HRG"
"ENSG00000113916",NA,"BCL6"
"ENSG00000113924",NA,"HGD"
"ENSG00000113946",NA,"CLDN16"
"ENSG00000113966",NA,"ARL6"
"ENSG00000113971",NA,"NPHP3"
"ENSG00000114013",NA,"CD86"
"ENSG00000114019",NA,"AMOTL2"
"ENSG00000114021",NA,"NIT2"
"ENSG00000114023",NA,"FAM162A"
"ENSG00000114026",NA,"OGG1"
"ENSG00000114030",NA,"KPNA1"
"ENSG00000114054",NA,"PCCB"
"ENSG00000114062",NA,"UBE3A"
"ENSG00000114098",NA,"ARMC8"
"ENSG00000114107",NA,"CEP70"
"ENSG00000114113",NA,"RBP2"
"ENSG00000114115",NA,"RBP1"
"ENSG00000114120",NA,"SLC25A36"
"ENSG00000114124",NA,"GRK7"
"ENSG00000114125",NA,"RNF7"
"ENSG00000114126",NA,"TFDP2"
"ENSG00000114127",NA,"XRN1"
"ENSG00000114166",NA,"KAT2B"
"ENSG00000114200",NA,"BCHE"
"ENSG00000114204",NA,"SERPINI2"
"ENSG00000114209",NA,"PDCD10"
"ENSG00000114248",NA,"LRRC31"
"ENSG00000114251",NA,"WNT5A"
"ENSG00000114268",NA,"PFKFB4"
"ENSG00000114270",NA,"COL7A1"
"ENSG00000114279",NA,"FGF12"
"ENSG00000114302",NA,"PRKAR2A"
"ENSG00000114315",NA,"HES1"
"ENSG00000114316",NA,"USP4"
"ENSG00000114331",NA,"ACAP2"
"ENSG00000114346",NA,"ECT2"
"ENSG00000114349",NA,"GNAT1"
"ENSG00000114353",NA,"GNAI2"
"ENSG00000114354",NA,"TFG"
"ENSG00000114374",NA,"USP9Y"
"ENSG00000114378",NA,"HYAL1"
"ENSG00000114383",NA,"TUSC2"
"ENSG00000114388",NA,"NPRL2"
"ENSG00000114391",NA,"RPL24"
"ENSG00000114395",NA,"CYB561D2"
"ENSG00000114405",NA,"C3orf14"
"ENSG00000114416",NA,"FXR1"
"ENSG00000114423",NA,"CBLB"
"ENSG00000114439",NA,"BBX"
"ENSG00000114446",NA,"IFT57"
"ENSG00000114450",NA,"GNB4"
"ENSG00000114455",NA,"HHLA2"
"ENSG00000114473",NA,"IQCG"
"ENSG00000114480",NA,"GBE1"
"ENSG00000114487",NA,"MORC1"
"ENSG00000114491",NA,"UMPS"
"ENSG00000114503",NA,"NCBP2"
"ENSG00000114520",NA,"SNX4"
"ENSG00000114529",NA,"C3orf52"
"ENSG00000114541",NA,"FRMD4B"
"ENSG00000114544",NA,"SLC41A3"
"ENSG00000114547",NA,"ROPN1B"
"ENSG00000114554",NA,"PLXNA1"
"ENSG00000114573",NA,"ATP6V1A"
"ENSG00000114626",NA,"ABTB1"
"ENSG00000114631",NA,"PODXL2"
"ENSG00000114638",NA,"UPK1B"
"ENSG00000114646",NA,"CSPG5"
"ENSG00000114648",NA,"KLHL18"
"ENSG00000114650",NA,"SCAP"
"ENSG00000114654",NA,"EFCC1"
"ENSG00000114670",NA,"NEK11"
"ENSG00000114686",NA,"MRPL3"
"ENSG00000114698",NA,"PLSCR4"
"ENSG00000114735",NA,"HEMK1"
"ENSG00000114737",NA,"CISH"
"ENSG00000114738",NA,"MAPKAPK3"
"ENSG00000114739",NA,"ACVR2B"
"ENSG00000114742",NA,"WDR48"
"ENSG00000114744",NA,"COMMD2"
"ENSG00000114745",NA,"GORASP1"
"ENSG00000114757",NA,"PEX5L"
"ENSG00000114767",NA,"RRP9"
"ENSG00000114770",NA,"ABCC5"
"ENSG00000114771",NA,"AADAC"
"ENSG00000114779",NA,"ABHD14B"
"ENSG00000114784",NA,"EIF1B"
"ENSG00000114786",NA,"ABHD14A-ACY1"
"ENSG00000114790",NA,"ARHGEF26"
"ENSG00000114796",NA,"KLHL24"
"ENSG00000114805",NA,"PLCH1"
"ENSG00000114812",NA,"VIPR1"
"ENSG00000114841",NA,"DNAH1"
"ENSG00000114850",NA,"SSR3"
"ENSG00000114853",NA,"ZBTB47"
"ENSG00000114854",NA,"TNNC1"
"ENSG00000114857",NA,"NKTR"
"ENSG00000114859",NA,"CLCN2"
"ENSG00000114861",NA,"FOXP1"
"ENSG00000114867",NA,"EIF4G1"
"ENSG00000114902",NA,"SPCS1"
"ENSG00000114904",NA,"NEK4"
"ENSG00000114923",NA,"SLC4A3"
"ENSG00000114933",NA,"INO80D"
"ENSG00000114942",NA,"EEF1B2"
"ENSG00000114948",NA,"ADAM23"
"ENSG00000114956",NA,"DGUOK"
"ENSG00000114978",NA,"MOB1A"
"ENSG00000114982",NA,"KANSL3"
"ENSG00000114988",NA,"LMAN2L"
"ENSG00000114993",NA,"RTKN"
"ENSG00000114999",NA,"TTL"
"ENSG00000115008",NA,"IL1A"
"ENSG00000115009",NA,"CCL20"
"ENSG00000115020",NA,"PIKFYVE"
"ENSG00000115041",NA,"KCNIP3"
"ENSG00000115042",NA,"FAHD2A"
"ENSG00000115053",NA,"NCL"
"ENSG00000115073",NA,"ACTR1B"
"ENSG00000115084",NA,"SLC35F5"
"ENSG00000115085",NA,"ZAP70"
"ENSG00000115091",NA,"ACTR3"
"ENSG00000115107",NA,"STEAP3"
"ENSG00000115109",NA,"EPB41L5"
"ENSG00000115112",NA,"TFCP2L1"
"ENSG00000115128",NA,"SF3B6"
"ENSG00000115129",NA,"TP53I3"
"ENSG00000115137",NA,"DNAJC27"
"ENSG00000115138",NA,"POMC"
"ENSG00000115145",NA,"STAM2"
"ENSG00000115155",NA,"OTOF"
"ENSG00000115159",NA,"GPD2"
"ENSG00000115163",NA,"CENPA"
"ENSG00000115165",NA,"CYTIP"
"ENSG00000115170",NA,"ACVR1"
"ENSG00000115183",NA,"TANC1"
"ENSG00000115194",NA,"SLC30A3"
"ENSG00000115204",NA,"MPV17"
"ENSG00000115207",NA,"GTF3C2"
"ENSG00000115211",NA,"EIF2B4"
"ENSG00000115216",NA,"NRBP1"
"ENSG00000115221",NA,"ITGB6"
"ENSG00000115226",NA,"FNDC4"
"ENSG00000115232",NA,"ITGA4"
"ENSG00000115233",NA,"PSMD14"
"ENSG00000115234",NA,"SNX17"
"ENSG00000115239",NA,"ASB3"
"ENSG00000115241",NA,"PPM1G"
"ENSG00000115252",NA,"PDE1A"
"ENSG00000115255",NA,"REEP6"
